Final_Liquid Inlet-SIM,Final_Gas Inlet-SIM,Gas Outlet_16-SIM
0.002431893,0.005830904,0.001157848
0.002534091,0.005830904,0.001233078
0.002637137,0.005830904,0.001309274
0.002741042,0.005830904,0.001386385
0.002845816,0.005830904,0.001464369
0.002951471,0.005830904,0.001543189
0.003058017,0.005830904,0.001622817
0.003165466,0.005830904,0.001703229
0.00327383,0.005830904,0.001784407
0.00338312,0.005830904,0.001866334
0.003493348,0.005830904,0.001948999
0.003604526,0.005830904,0.00203239
0.003716667,0.005830904,0.0021165
0.003829783,0.005830904,0.002201324
0.003943886,0.005830904,0.002286856
0.004058991,0.005830904,0.002373094
0.00417511,0.005830904,0.002460036
0.004292257,0.005830904,0.002547681
0.004410444,0.005830904,0.002636029
0.004529688,0.005830904,0.00272508
0.00465,0.005830904,0.002814837
0.004771396,0.005830904,0.002905302
0.004893891,0.005830904,0.002996478
0.0050175,0.005830904,0.003088367
0.005142237,0.005830904,0.003180974
0.005268119,0.005830904,0.003274302
0.005395161,0.005830904,0.003368357
0.00552338,0.005830904,0.003463143
0.005652791,0.005830904,0.003558666
0.005783411,0.005830904,0.003654931
0.005915258,0.005830904,0.003751944
0.006048349,0.005830904,0.003849711
0.006182701,0.005830904,0.003948239
0.006318333,0.005830904,0.004047534
0.006455263,0.005830904,0.004147603
0.00659351,0.005830904,0.004248454
0.006733092,0.005830904,0.004350093
0.006874029,0.005830904,0.004452529
0.007016341,0.005830904,0.004555769
0.007160049,0.005830904,0.004659821
0.007305172,0.005830904,0.004764693
0.007451733,0.005830904,0.004870394
0.007599751,0.005830904,0.004976933
0.00774925,0.005830904,0.005084318
0.007900251,0.005830904,0.005192558
0.008052778,0.005830904,0.005301662
0.008206853,0.005830904,0.00541164
0.0083625,0.005830904,0.005522502
0.00223,0.00728863,0.000851613
0.002330533,0.00728863,0.000918661
0.002431893,0.00728863,0.000987325
0.002534091,0.00728863,0.001057461
0.002637137,0.00728863,0.001128949
0.002741042,0.00728863,0.001201685
0.002845816,0.00728863,0.001275584
0.002951471,0.00728863,0.001350572
0.003058017,0.00728863,0.001426589
0.003165466,0.00728863,0.001503582
0.00327383,0.00728863,0.001581509
0.00338312,0.00728863,0.001660333
0.003493348,0.00728863,0.001740023
0.003604526,0.00728863,0.001820554
0.003716667,0.00728863,0.001901904
0.003829783,0.00728863,0.001984055
0.003943886,0.00728863,0.002066992
0.004058991,0.00728863,0.002150703
0.00417511,0.00728863,0.002235179
0.004292257,0.00728863,0.00232041
0.004410444,0.00728863,0.002406391
0.004529688,0.00728863,0.002493117
0.00465,0.00728863,0.002580585
0.004771396,0.00728863,0.002668792
0.004893891,0.00728863,0.002757737
0.0050175,0.00728863,0.002847419
0.005142237,0.00728863,0.00293784
0.005268119,0.00728863,0.003028999
0.005395161,0.00728863,0.0031209
0.00552338,0.00728863,0.003213544
0.005652791,0.00728863,0.003306935
0.005783411,0.00728863,0.003401075
0.005915258,0.00728863,0.00349597
0.006048349,0.00728863,0.003591622
0.006182701,0.00728863,0.003688038
0.006318333,0.00728863,0.003785222
0.006455263,0.00728863,0.003883179
0.00659351,0.00728863,0.003981916
0.006733092,0.00728863,0.004081438
0.006874029,0.00728863,0.004181752
0.007016341,0.00728863,0.004282865
0.007160049,0.00728863,0.004384783
0.007305172,0.00728863,0.004487514
0.007451733,0.00728863,0.004591065
0.007599751,0.00728863,0.004695444
0.00774925,0.00728863,0.004800659
0.007900251,0.00728863,0.004906718
0.008052778,0.00728863,0.005013629
0.008206853,0.00728863,0.0051214
0.0083625,0.00728863,0.005230042
0.00223,0.008746356,0.000725555
0.002330533,0.008746356,0.000784882
0.002431893,0.008746356,0.000846385
0.002534091,0.008746356,0.000909886
0.002637137,0.008746356,0.000975222
0.002741042,0.008746356,0.001042247
0.002845816,0.008746356,0.001110831
0.002951471,0.008746356,0.001180861
0.003058017,0.008746356,0.001252237
0.003165466,0.008746356,0.001324873
0.00327383,0.008746356,0.001398694
0.00338312,0.008746356,0.001473635
0.003493348,0.008746356,0.001549642
0.003604526,0.008746356,0.001626665
0.003716667,0.008746356,0.001704665
0.003829783,0.008746356,0.001783605
0.003943886,0.008746356,0.001863456
0.004058991,0.008746356,0.001944191
0.00417511,0.008746356,0.002025788
0.004292257,0.008746356,0.002108229
0.004410444,0.008746356,0.002191499
0.004529688,0.008746356,0.002275582
0.00465,0.008746356,0.00236047
0.004771396,0.008746356,0.002446151
0.004893891,0.008746356,0.00253262
0.0050175,0.008746356,0.00261987
0.005142237,0.008746356,0.002707896
0.005268119,0.008746356,0.002796696
0.005395161,0.008746356,0.002886267
0.00552338,0.008746356,0.002976607
